wikipedia|born|institution|field|almamater|doctoraladvisor|contributions|awards|website|nationality|education|fields|institutions|doctoralstudents|influenced|schoolortradition|influences|knownfor|occupation|academicbackground|academicwork|yearsactive|spouses|chinesename|traditionalchinese|simplifiedchinese|transcriptions|standardmandarin|hanyupinyin|citizenship|academicadvisors|politicalparty|employer|thesis|died|parents|children|doctoraladvisors|causeofdeath|restingplace|othernames|partners|notablework|agent|authorabbrevbotany|notablestudents|notableworks|title|discipline|subdiscipline|organization|relatives|majorcompetitions|notes|allegiance|servicebranch|serviceyears|rank|codename|othernotablestudents|height|boardmemberof|department|notablecredits|personal|religion|denomination|synagogue|yeshiva|semicha|koreanname|hangul|hanja|revisedromanization|mccunereischauer|maininterests|predecessor|successor|networth|criminalstatus|criminalcharge|penalty|timeatlarge|details|date|locations|targets|killed|weapons|dateapprehended|genres|instruments|honours|school|lineage|dharmanames|temple|seniorposting|teacher|periodinoffice|patrons|region|chinese|otheracademicadvisors|movement|youtubeinformation|channel|location|genre|subscribers|totalviews|yuecantonese|jyutping|labels|employers|basedin|alsoknownas|areas|pseudonyms|era|signature|residence|ringnames|billedheight|billedweight|billedfrom|trainedby|debut|status|nasaastronaut|timeinspace|selection|totalevas|totalevatime|missions|missioninsignia|notableideas|origin|associatedacts|criminalcharges|haircolor|eyecolor|cnsaastronaut|organisation|personalinformation|hometown|television
Sagiri_Kitao|['Saitama Prefecture', 'Japan']|['Keio University', 'City University of New York', 'Federal Reserve Bank of New York', 'University of Southern California']|['Macroeconomics', 'Public policy', 'Social security']|['New York University', 'Doctor of Philosophy', 'Harvard University', 'M.P.A./I.D. (page does not exist)', 'Waseda University', 'Bachelor of Arts']|['Thomas J. Sargent', 'Gianluca Violante']||['Nakahara Prize']||['Japan']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sandra_Black|[]|||['University of California, Berkeley', 'Bachelor of Arts', 'Harvard University', 'Master of Arts', 'Doctor of Philosophy']|['Lawrence F. Katz']|||[None]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sanjay_Srivastava||||['University of Sydney']||||||||['Institute of Economic Growth', 'Jawaharlal Nehru University', 'University College London']|||||['Constructing Post-Colonial India']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sanjeev_Kumar|[None, 'Surat', 'Bombay Presidency', 'British Raj', 'Gujarat', 'India']|||||||||||||||||['Actor']|||[]|||||||||||||['Bombay', 'Maharashtra', 'Mumbai']||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sarah_Allen|['Nelson, British Columbia', None]|||||||||||||||||[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sarah_Burns|['Long Island', 'New York (state)']||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sayantan_Ghosal|[]|||||||||||||||||[]|||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Scott_Adams|['Windham (town), New York']|||['Hartwick College', 'University of California, Berkeley']||||||||||||||['Cartoonist']||||[]|||||||||['Independent politician']|||||||||||['Dilbert']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Scott_Cunningham|['Royal Oak, Michigan']|||['San Diego State University']|||||||||||||['Wicca']|[]|||[]|||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Scott_Rozelle|['Los Angeles, California', None]|['Stanford University', None]|['Agricultural policy', None]|['Haas School of Business', 'Cornell University', None, None]||||[None, None]|[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sebastian_Edwards|['Santiago, Chile', 'Chile']||||||||['Chile']|||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sebastian_Horn||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Seema_Jayachandran||||['Massachusetts Institute of Technology', 'University of Oxford', 'Harvard University']|||['Sloan Research Fellowship', 'National Science Foundation CAREER Awards']|[None]|||[]|['University of California at Berkeley', 'Stanford University', 'Northwestern University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sendhil_Mullainathan|['Tamil Nadu, India']|||['Cornell University', 'Harvard University']|['Doctoral advisor', 'Drew Fudenberg', 'Lawrence F. Katz', 'Andrei Shleifer']||['MacArthur Fellows Program']||||['Economics', 'Behavioral economics']|['University of Chicago Booth School of Business', 'Harvard University', 'MIT']|['Ebonya Washington', None, 'Benjamin Jones (economist)']||||['Behavioral economics', 'Development economics', 'Corporate finance']||||||||||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Serena_Ng|[]|['Columbia University']|['Macroeconomics', 'Econometrics']|['Princeton University', 'University of Western Ontario']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sergio_Rebelo|[]|['Kellogg School of Management', 'University of Rochester', 'Portuguese Catholic University']|['Macroeconomics', 'International finance']|['University of Rochester']|['Robert King (economist)', 'Paul Romer']||||['Portugal']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sevket_Pamuk||||['Alma mater', 'Yale University', 'Bachelor of Arts', 'Bachelor of Science', 'University of California, Berkeley', 'Master of Arts', 'Doctor of Philosophy']|||||['Turkey']|||['Boğaziçi University']||||||[]|[]|[]||||||||||||||||||||||||||||['Economic history']|||['Orhan Pamuk']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Shachar_Kariv||||||||||['Tel Aviv University', 'New York University']||['University of California, Berkeley', 'Norwegian School of Economics']||||||[]|[]|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Shane_Greenstein||||['University of California at Berkeley', 'Stanford University']|||||[]||['Economics']|['Harvard Business School']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sharon_Oster|['New York City']|||['Hofstra College', 'Harvard University']|||['Carolyn Shaw Bell']|[None]|||['Economics']|['Yale University']||||||||||['Ray Fair']|||||||['United States']|||||||['Emily Oster', None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sheldon_Danziger|[]|||['Massachusetts Institute of Technology']|||||['United States']||['Economics']|['University of Michigan']|['Ariel Kalil']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sheridan_Titman|['Denver, Colorado']|['McCombs School of Business']|['Financial economics']|['Carnegie Mellon University', 'University of Colorado at Boulder']|||['Smith Breeden Prize']||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sherri_Rose|['New Jersey']|||||||[None]||['George Washington University', 'University of California, Berkeley']||['Stanford University', 'Harvard University']|||||||[]|[]|||||||||||||['Thesis']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sherwin_Rosen|['Chicago, Illinois']|['University of Chicago']|['Labor economics']|['Purdue University']|['H. Gregg Lewis']||||['United States']||||['Richard Thaler', 'Justin Yifu Lin', 'Kevin M. Murphy', 'Luis Garicano', 'Antoinette Schoar']||['Chicago School of Economics']|||||||||||||||||||['South Side, Chicago']|||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Shi_Yan|[]|||||||[None]||['Renmin University']||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Shirley_Wang||||['Columbia University']|||||[]|['University of California-Los Angeles']|||||||[]|[]||||['Walter Wang']||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Shivaram_Rajgopal|||||||||||['Accounting']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Shlomo_Yitzhaki|[]|||||||||||||||||||||['Ruhama Yitzhaki (page does not exist)']||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Shouyong_Shi||||['Huazhong University of Science and Technology']|||||[]||['Economics']|['The Pennsylvania State University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Siwan_Anderson|[]|||['University of British Columbia']|||[]|[None]|[]|['Vancouver School of Economics', 'University of British Columbia']|||||||[]|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sriram_Venkataraman|['Panampilly Nagar', 'Kerala']||||||||['India']|['Thiruvananthapuram Medical College', 'Srirama Chandra Bhanja Medical College and Hospital', 'Harvard University']|||||||['Sub-Collector (page does not exist)', 'Devikulam']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['Kerala Police']|||||||
Stanley_Engerman|[]|||['Johns Hopkins University']|||['Bancroft Prize']||['United States']||['Economics', 'Economic history']|['University of Rochester']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stefan_Dercon||['University of Oxford']|['Development economics', 'Economic policy']|['Katholieke Universiteit Leuven', 'University of Oxford']|||||['Belgium']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stefan_Pichler|['Munich, Germany']||||||||[]|['University of Augsburg']||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stefanie_DeLuca|||||||[]|[None]||['Northwestern University']||||||||[]|[]|[]||||||||||||||||||||||||||[]||[]|[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stefanie_Stantcheva|['Bulgaria', None]|['Harvard University']|['Public economics', 'Optimal tax']|['University of Cambridge', 'Paris School of Economics', 'Massachusetts Institute of Technology']|['James M. Poterba', None, 'Iván Werning', None]|['Optimal taxation']|['Elaine Bennett Research Prize']||['France', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stefano_DellaVigna|['Como', 'Italy']|['University of California, Berkeley']|['Behavioral Economics']|['Bocconi University', 'Laurea', 'Harvard University', 'M.A.', 'Ph.D.']||['Behavioral economics']|['Sloan Research Fellowship']||[]|||||||||||||['Ulrike Malmendier']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stephen_Ansolabehere||||[]|||['Goldsmith Book Prize', 'Shanto Iyengar']||||['Political science']|['Harvard University']|||||||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stephen_Cameron||['Columbia University']|['Microeconomics']|['University of Chicago', 'Brigham Young University']|['James Heckman']||[]|[None]|['United States']||||||['Chicago School of Economics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stephen_Ross|[]||['Financial economics']|||['Arbitrage pricing theory', 'Binomial options pricing model', 'Cox–Ingersoll–Ross model', 'Agency problem']|['Smith Breeden Prize', 'Onassis Prize', 'Deutsche Bank Prize']||['United States']||||||['Neoclassical economics']|||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steve_Bond|['Haifa, Israel']|||||||||||||||||||||[]||||||||||||||['Ashlee Bond']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven M_Smith|['Luton']|||['University of Leicester', 'Indiana University', 'University of Warwick']|['Doctoral advisor', 'R. John Ellis']||['Australian Research Council', 'Federation Fellowship', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences']|[]|[]||[]|['Rothamsted Experimental Station', 'Commonwealth Scientific and Industrial Research Organisation', 'John Innes Institute', 'University of Edinburgh', 'University of Western Australia', 'Chinese Academy of Sciences', 'University of Tasmania']|['Ian A. Graham', None, None]||||['Karrikins']|||||[]|||||||||||['Thesis']|||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Berry||['Yale University']|['Econometrics', 'Industrial organization']|['University of Wisconsin–Madison', 'Northwestern University']|['Ariél Pakes', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Block|[]|||['Oxford University', 'University of Colorado at Boulder', 'California Institute of Technology']|['Doctoral advisor', 'Howard Berg']||||[]|||['Rowland Institute for Science', 'Harvard University', 'Princeton University', 'Stanford University']|['Polly Fordyce', 'William Greenleaf', 'Joshua Shaevitz']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Kaplan|[]||||||||['United States']|['Harvard College', 'Harvard University']||||||||[]||||[]|||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Klepper|['Brooklyn, New York']||||||[]|||||||||||[]|||[]|[]||||||||||||['Pittsburgh, Pennsylvania']||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Lehrer|[]||||||||||||||||[]|['Physician']||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Levitt|['New Orleans', 'Louisiana']|['University of Chicago']|['Social economics', 'Microeconomics']|['Harvard University', 'Bachelor of Arts', 'Massachusetts Institute of Technology', 'PhD']|['James M. Poterba', None]|['Freakonomics', 'SuperFreakonomics']|['John Bates Clark Medal']||[]||||['Brian Jacob']||['Chicago School of Economics']|['Gary Becker', 'James Heckman', 'Robert Nozick']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Murphy|[]|||['Georgetown University']|||||[]|||||||||[]||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Radelet||['Georgetown University']|['International Development', 'Macroeconomics', 'Economic Growth (page does not exist)', 'Foreign Aid']|['Central Michigan University', 'Harvard University']|||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Raphael|[None]|||[]|||['Goldman School of Public Policy', 'Association of Public Policy Analysis and Management (page does not exist)', 'U.S. Department of Housing and Urban Development']|||||['University of California, Berkeley']|||||||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Rosefielde|[]|||['Harvard University']|||||[]||['Soviet and Communist studies']|['University of North Carolina at Chapel Hill']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Shavell||[]|[]|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Venti||['Dartmouth College']|['Individual retirement account', '401K']|['Harvard University', 'Boston College']||||[None]|['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Steven_Weinberg|['New York City', 'New York (state)']||||['Doctoral advisor', 'Sam Treiman', None]||['Dannie Heineman Prize for Mathematical Physics', 'Elliott Cresson Medal', 'Nobel Prize in Physics', 'Fellow of the Royal Society', None, None, 'National Medal of Science', 'Andrew Gemant Award', 'Breakthrough Prize']|[None]|[]|['Cornell University', 'Princeton University']|['Theoretical Physics']|['University of Texas at Austin', 'University of California, Berkeley', 'Massachusetts Institute of Technology', 'Harvard University', 'Columbia University']|['Fernando Quevedo', None, 'Mark G. Raizen', 'Wikipedia:Citation needed', None, 'John Preskill', None]||||['Electroweak interaction', 'Unitarity gauge', 'Asymptotic safety', 'Weinberg angle', 'Weinberg–Witten theorem', 'Joos–Weinberg equation', 'Axion']|||||['Louise Weinberg']|||||||||||['Thesis', None]|||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stijn_Claessens|[]|['International Monetary Fund']|['Financial economics']|['Erasmus University', 'The Wharton School']|||||['Netherlands']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stuart_Craig|[]||||||['Academy Award for Best Production Design', 'Gandhi (film)', 'Dangerous Liaisons', 'The English Patient (film)', 'BAFTA Award for Best Production Design', 'The Elephant Man (film)', 'Harry Potter and the Goblet of Fire (film)', 'Fantastic Beasts and Where to Find Them (film)']|||[None]||||||||[]|||[]|[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sudhir Alladi_Venkatesh|['Chennai', 'India']|||||||||['University of California, San Diego', 'Bachelor of Arts', 'University of Chicago', 'Doctor of Philosophy']|['Sociology', 'Social economics']|['Columbia University', 'Facebook']|||||[]|||||||||||||['William Julius Wilson']|||['Thesis']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sudhir_Venkatesh|['Chennai', 'India']|||||||||['University of California, San Diego', 'Bachelor of Arts', 'University of Chicago', 'Doctor of Philosophy']|['Sociology', 'Social economics']|['Columbia University', 'Facebook']|||||[]|||||||||||||['William Julius Wilson']|||['Thesis']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susan Williams_McElroy||||['Princeton University', 'Stanford University']||||[None]|||[]|['Heinz College', 'Carnegie Mellon University', 'University of Texas at Dallas']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susan_Athey|['Boston, Massachusetts']|['Stanford University']|['Microeconomics', 'Econometrics', 'Machine Learning']|['Stanford Graduate School of Business', 'Duke University']|['Paul Milgrom', 'Donald John Roberts', 'Edward Lazear']||['John Bates Clark Medal']||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susan_Dynarski|['Chelsea, Massachusetts']|||['Harvard University', 'Bachelor of Arts', 'Master of Public Policy', 'Massachusetts Institute of Technology', 'PhD']||||[None]|||['Economics']|['Harvard University', 'University of Michigan']||||||||||[None]||||||||||||||[]|['Doctoral advisor', 'Joshua Angrist', 'Jonathan Gruber (economist)', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susan_Helper||||||||||['Oberlin College', 'Bachelor of Arts', 'Harvard University', 'Master of Arts', 'Doctor of Philosophy']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susan_Houseman||||['University of Virginia', 'Harvard University']|||[]|[None]|||['Labor economics']|['W. E. Upjohn Institute for Employment Research', 'University of Maryland, College Park', 'Brookings Institution']||||||||||[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susan_Perkins|['Middletown, Ohio']||||||||[]|||||||||[]||||[]||||||||||||||[]|||||||||||['Miss Ohio', 'Miss America 1978']|||||||||||||||||||||||||||||['Dorothy Benham']|['Kylene Barker']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susan_Wong|[]|||||||||||||||||['Singing']|||[]||[]|['Traditional Chinese characters']|['Simplified Chinese characters']|[]|['Standard Chinese']|['Hanyu Pinyin']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['Bossa nova', 'Easy listening', 'Smooth jazz', 'Country music', 'Folk music', 'Cantopop', 'Hong Kong English pop']|['Piano']||||||||||||||||||||['Cantonese']|['Jyutping']|['Rock In Music (page does not exist)', 'Evosound (page does not exist)']|||||||||||||||||||||||||||||||||
Susanna_Loeb||['Brown University']|['Educational economics']|['University of Michigan']|['Paul Courant']|['Educational policy', 'Policy analysis']|['Association of Teacher Educators (page does not exist)']||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Susanne_Schennach|||['Econometrics']|['B.A.', 'Brandeis University', 'Scientiæ Magister', 'Massachusetts Institute of Technology', 'Ph.D', 'Massachusetts Institute of Technology']|||['Frisch Medal']|||||['University of Chicago', 'Brown University']|||||||||||||||||['Austria']|['Whitney Kent Newey']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Takatoshi_Ito|['Sapporo', 'Hokkaido', 'Japan']|['GRIPS', 'Columbia University', 'University of Tokyo', 'Ministry of the Treasury', 'IMF', 'Harvard University', 'Hitotsubashi University', 'University of Minnesota']|['Macroeconomics', 'Monetary policy', 'International finance', 'Japanese economy']|['Harvard University', 'Doctor of Philosophy', 'Hitotsubashi University', 'Bachelor of Arts']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Takeshi_Amemiya|['Tokyo', 'Japan']|||['Johns Hopkins University']|['Doctoral advisor', 'Carl Christ']||||['Japan']||['Economics']|['Stanford University']|['James L. Powell', 'Victor Chernozhukov']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tamer_Basar|['Istanbul, Turkey']|||['Boğaziçi Üniversitesi', 'İstanbul', 'B.S.', None, 'Yale University', 'New Haven', 'Ph.D.', None]|['Doctoral advisor', None]||['IEEE Control Systems Award', 'Tsinghua University', 'Beijing', 'Boğaziçi University', 'Istanbul', 'Society for Industrial and Applied Mathematics', None, 'National Academy of Sciences of Azerbaijan', 'Northeastern University (China)', 'Shenyang', 'Financial endowment', 'UIUC', 'Doğuş University', 'Istanbul', 'Richard E. Bellman Control Heritage Award', 'International Federation of Automatic Control', 'International Federation of Automatic Control', 'International Federation of Automatic Control', 'UIUC', 'Hendrik Wade Bode', 'IEEE Control Systems Society', 'Tau Beta Pi', 'Daniel C. Drucker', 'UIUC College of Engineering', None, 'National Academy of Engineering', 'IEEE', 'UIUC', 'IEEE Control Systems Society', 'Turkey', 'IEEE Fellow']||['Turkish people']||['Optimization', 'Dynamic game', 'Game Theory', 'Robust control']|['University of Illinois at Urbana–Champaign', 'Boğaziçi Üniversitesi', 'İstanbul']|||||['Dynamic game', 'Robust control', 'Control systems', 'Control systems engineering', 'Uncertainty', 'Decentralized', 'Decentralised system', 'Distributed computing', 'Detection', 'Estimation', 'Mobile computing', 'Distributed computing', 'Game theory', 'Economics']||||||||||||['Turkish American']||||['Thesis', 'Minimax', 'State estimator', 'Minimax estimator', 'Linear system', None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['Kumpati S. Narendra', None, None, 'A. Stephen Morse', None, None]|||||||||||||||||||||||||||||||||||||||||||
Tarun_Jain|['New Delhi, India']||||||||[]|['University of Southern California']|||||||['Life Sahi Hai', 'Pyaar Ka Punchnama 2', 'IForIndia', 'De De Pyaar De']|['Iforindia']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tarun_Khanna|[None]|||['Princeton University', 'Harvard University']||||[None]||['Bachelor of Science', 'Ph.D']||||||||['Author', 'Economic strategist', 'Professor']|||||||||||['United States']||||||||||||||||||||||||||||||||['AES Corporation', 'SKS Microfinance', 'GVK Biosciences (page does not exist)']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tayfun_Sonmez|['Turkey']|['Boston College']|['Game theory', 'Market design', 'Microeconomic theory']|['Bilkent University', 'University of Rochester']|[]|['Market design']|[]|[None]|[]||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ted_Joyce||||||||||['University of Massachusetts', 'CUNY Graduate Center']|['Health economics']|['Baruch College']|||||['Abortion in the United States']||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Theodore_Joyce||||||||||['University of Massachusetts', 'CUNY Graduate Center']|['Health economics']|['Baruch College']|||||['Abortion in the United States']||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Ahn|['Haeju', 'Hwanghaedo', 'Joseon', 'Hwanghae', 'North Korea']||||||['Order of Merit for National Foundation']||||||||||['Itō Hirobumi']|||||||||||||||||['Lüshunkou District', 'Kwantung Leased Territory', 'Empire of Japan', 'China']||||||||||||||||||||||||||||||||||||[]|['Hangul']|['Hanja']|['Revised Romanization of Korean']|['McCune–Reischauer']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Dee||||||||[None]||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Drechsel|['Berlin', 'Germany']|||||||||||||||||['Actor']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Joseph|['Eloor', 'Ernakulam district', 'Kerala']||||||['Kerala Sahitya Akademi Award for Story']|||||||||||[]||||[]|||||||||||||[]|[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
